"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"JH-2-009","Pearson.est","topoisomerase inhibitor",-0.77109,-1.89,0.00152,1276,0.0515,"exatecan.mesylate, TAS.103, dexrazoxane, doxorubicin, teniposide, mitoxantrone, irinotecan, daunorubicin, valrubicin, amonafide, genz.644282, rubitecan, voreloxin, epirubicin, etoposide, etoposide.phosphate, topotecan, nemorubicin",2.81815641205523,1.28819277095881,TRUE
"JH-2-009","Pearson.est","tubulin polymerization inhibitor",-0.59956,-1.45,0.0868,1038,0.35,"docetaxel, flubendazole, vinorelbine, plinabulin, epothilone.d, epothilone.b, paclitaxel, dolastatin.10, vindesine, vincristine, verubulin, vinblastine, combretastatin.A.4, ABT.751, BNC105, taltobulin, CYT.997, KX2.391",1.06148027482351,0.455931955649724,FALSE
"JH-2-009","Pearson.est","tyrosine kinase inhibitor",0.30491,0.834,0.649,252,1,"vandetanib, dasatinib, AV.412, BMS.599626, tyrphostin.A9, tivantinib, PP.121, aminopurvalanol.a",0.187755303199631,0,FALSE
"JH-2-009","Pearson.est","VEGFR inhibitor",-0.36722,-0.877,0.607,1104,0.937,"ENMD.2076, orantinib, KI.8751, telatinib, cediranib, sunitinib, RAF265, MK.2461, foretinib, SAR131675, dovitinib, motesanib, pazopanib, tivozanib, lenvatinib, axitinib, nintedanib, linifanib",0.216811308924742,0.0282604091122217,FALSE
"JH-2-009","Pearson.est","vitamin D receptor agonist",0.53767,1.42,0.135,294,0.409,"tacalcitol, ercalcitriol, calcitriol, maxacalcitol",0.869666231504994,0.388276691992658,FALSE
"JH-2-055","Pearson.est","EGFR inhibitor",0.79537,1.95,0.00152,167,0.0908,"poziotinib, gefitinib, XL.647, AZD8931, CUDC.101, neratinib, pelitinib, osimertinib, erlotinib, afatinib, PD.153035, dacomitinib, canertinib, BIBU.1361, lapatinib, WZ.4002, tucatinib, GW.583340, AST.1306, BIBX.1382, BMS.690514, vandetanib, icotinib, TAK.285, WZ8040, BMS.599626, AEE788, ARRY.334543, PD.168393",2.81815641205523,1.04191415147891,TRUE
"JH-2-055","Pearson.est","Abl kinase inhibitor",0.42909,1.01,0.447,26,0.751,"ZM.306416, bosutinib",0.349692476868064,0.124360062995832,FALSE
"JH-2-055","Pearson.est","acetylcholine receptor agonist",-0.21914,-0.571,0.924,316,0.996,"pilocarpine, nicotine, tremorine, xanomeline, oxiracetam, nefiracetam",0.0343280287798933,0.00174066157630127,FALSE
"JH-2-055","Pearson.est","acetylcholine receptor antagonist",-0.65003,-1.73,0.0266,1059,0.266,"diphemanil, methscopolamine, iododexetimide, darifenacin, dicycloverine",1.57511836336893,0.575118363368933,FALSE
"JH-2-055","Pearson.est","adenosine receptor antagonist",0.55156,1.34,0.15,6,0.564,"CGS.15943",0.823908740944319,0.248720896016658,FALSE
"JH-2-055","Pearson.est","adrenergic receptor agonist",-0.2692,-0.702,0.813,1273,0.883,"isoetharine, xylazine, metaraminol",0.0899094544059319,0.0540392964224314,FALSE
"JH-2-055","Pearson.est","adrenergic receptor antagonist",0.26394,0.626,0.886,351,1,"imiloxan, dronedarone, vincamine, atipamezole, naftidrofuryl, atenolol......, prazosin, RS.17053",0.0525662781129492,0,FALSE
"JH-2-055","Pearson.est","AKT inhibitor",0.6395,1.54,0.0671,160,0.523,"uprosertib, triciribine, GDC.0068, GSK2110183",1.17327747983101,0.281498311132726,FALSE
"JH-2-055","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.19694,-0.521,0.974,283,0.999,"SB.505124, CEP.37440, lorlatinib, GW.788388, AZD3463, crizotinib, alectinib, AP26113, NVP.TAE684, DMH1, brigatinib",0.0114410431213845,0.000434511774017692,FALSE
"JH-2-055","Pearson.est","androgen receptor antagonist",-0.33787,-0.881,0.546,1234,0.823,"bicalutamide, cyproterone.acetate",0.262807357295263,0.0846001647877302,FALSE
"JH-2-055","Pearson.est","antioxidant",-0.31623,-0.829,0.605,456,0.837,"mesna, chlorogenic.acid, trolox, rutin, benfotiamine, taurine",0.218244625347531,0.07727454200674,FALSE
"JH-2-055","Pearson.est","AP inhibitor",-0.37986,-0.998,0.457,1212,0.832,"GDC.0152, LCL.161, idronoxil",0.34008379993015,0.0798766737092761,FALSE
"JH-2-055","Pearson.est","ATPase inhibitor",0.44019,1.08,0.372,534,0.772,"k.strophanthidin, digoxin, NMS.873, ouabain, evodiamine, thonzonium",0.429457060118102,0.112382699664264,FALSE
"JH-2-055","Pearson.est","Aurora kinase inhibitor",0.23659,0.569,0.939,325,1,"PHA.680632, CYC116, CCT137690, GSK1070916, MK.5108, CCT129202",0.0273344077338891,0,FALSE
"JH-2-055","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.62629,1.51,0.0623,180,0.441,"tedizolid, azithromycin, tilmicosin",1.20551195334083,0.355561410532161,FALSE
"JH-2-055","Pearson.est","bacterial DNA gyrase inhibitor",-0.29692,-0.801,0.687,1052,0.807,"novobiocin, trovafloxacin, nadifloxacin, norfloxacin, sparfloxacin",0.16304326294045,0.0931264652779296,FALSE
"JH-2-055","Pearson.est","BCL inhibitor",-0.3957,-1.06,0.362,1179,0.745,"venetoclax, oridonin, ABT.737, navitoclax",0.441291429466834,0.127843727251707,FALSE
"JH-2-055","Pearson.est","Bcr.Abl kinase inhibitor",0.29389,0.703,0.814,26,0.947,"bosutinib",0.0893755951107988,0.0236500209967266,FALSE
"JH-2-055","Pearson.est","benzodiazepine receptor agonist",0.22313,0.54,0.958,477,0.958,"ivermectin, ZK.93423, zaleplon, piperazine, eprinomectin",0.0186344909214556,0.0186344909214556,FALSE
"JH-2-055","Pearson.est","bromodomain inhibitor",0.64761,1.57,0.0439,430,0.555,"JQ1...., OTX015, I.BET151, bromosporine, I.BET.762",1.35753547975788,0.255707016877324,FALSE
"JH-2-055","Pearson.est","calcium channel blocker",0.47202,1.15,0.294,492,0.734,"fendiline, SKF.96365, carboxyamidotriazole, SR.33805, tetrandrine, cinnarazine, efonidipine.monoethanolate, mibefradil",0.531652669587843,0.134303940083929,FALSE
"JH-2-055","Pearson.est","CC chemokine receptor antagonist",0.37366,0.899,0.563,386,0.876,"ZK811752, navarixin, PF.04136309",0.249491605148654,0.0574958938319193,FALSE
"JH-2-055","Pearson.est","CDK inhibitor",0.47148,1.16,0.277,380,0.752,"AT.7519, BMS.387032, AZD5438, alvocidib, aminopurvalanol.a, PHA.793887, indisulam, JNJ.7706621, P276.00, BMS.265246",0.557520230935551,0.123782159408358,FALSE
"JH-2-055","Pearson.est","CHK inhibitor",-0.70319,-1.82,0.0328,1099,0.211,"AZD7762, SB.218078, LY2606368, CHIR.124, PF.477736, SCH.900776",1.48412615628832,0.675717544702307,TRUE
"JH-2-055","Pearson.est","cyclooxygenase inhibitor",0.31644,0.751,0.759,221,0.986,"tryptanthrin, aspirin, ramifenazone, curcumin, FR.122047, ketoprofen",0.11975822410452,0.0061230850587888,FALSE
"JH-2-055","Pearson.est","cytochrome P450 inhibitor",-0.62766,-1.65,0.0557,930,0.244,"itraconazole, cobicistat, clotrimazole, PF.4981517, eplerenone, metyrapone",1.25414480482627,0.612610173661271,FALSE
"JH-2-055","Pearson.est","DNA alkylating agent",-0.35188,-0.916,0.512,1180,0.852,"melphalan, mitomycin.c, carboplatin, dianhydrogalactitol, cisplatin",0.290730039024169,0.0695604052332999,FALSE
"JH-2-055","Pearson.est","DNA inhibitor",0.34484,0.826,0.652,353,0.919,"primaquine, sangivamycin, oxaliplatin, teroxirone, metronidazole, carmustine",0.18575240426808,0.0366844886138887,FALSE
"JH-2-055","Pearson.est","DNA methyltransferase inhibitor",0.55272,1.34,0.15,161,0.564,"decitabine, azacitidine",0.823908740944319,0.248720896016658,FALSE
"JH-2-055","Pearson.est","DNA polymerase inhibitor",0.41189,0.986,0.487,144,0.769,"idoxuridine, cidofovir",0.312471038785366,0.114073660198569,FALSE
"JH-2-055","Pearson.est","DNA synthesis inhibitor",-0.3712,-0.979,0.44,1159,0.833,"cyclocytidine, artemisinin, mitomycin.c, azodicarbonamide, cisplatin, floxuridine, estramustine.phosphate",0.356547323513813,0.0793549985932124,FALSE
"JH-2-055","Pearson.est","dopamine receptor antagonist",0.45456,1.09,0.347,217,0.787,"mesoridazine, thioproperazine, clebopride, oxiperomide, sertindole",0.459670525209126,0.104025267640935,FALSE
"JH-2-055","Pearson.est","estrogen receptor agonist",-0.37421,-0.959,0.491,1431,0.84,"estradiol.cypionate",0.308918507877032,0.0757207139381184,FALSE
"JH-2-055","Pearson.est","estrogen receptor antagonist",0.57837,1.39,0.128,47,0.553,"raloxifene, clomifene",0.892790030352132,0.257274868695302,FALSE
"JH-2-055","Pearson.est","FGFR inhibitor",-0.74804,-1.96,0.00796,1276,0.106,"dovitinib, orantinib, AZD4547, lenvatinib, nintedanib, erdafitinib",2.09908693226233,0.97469413473523,TRUE
"JH-2-055","Pearson.est","FLT3 inhibitor",-0.45933,-1.22,0.214,1075,0.528,"lestaurtinib, tozasertib, KW.2449, sunitinib, tandutinib, quizartinib, dovitinib, midostaurin, ponatinib",0.669586226650809,0.277366077466188,FALSE
"JH-2-055","Pearson.est","glucocorticoid receptor agonist",0.69087,1.67,0.0291,310,0.379,"ciclesonide, triamcinolone.acetonide, halcinonide, hydrocortisone, rimexolone, flumethasone, flumethasone.pivalate, desonide, halobetasol.propionate, fluocinolone.acetonide, difluprednate, methylprednisolone, prednisolone, clobetasol.propionate, dexamethasone.acetate, fludroxycortide",1.53610701101409,0.421360790031928,FALSE
"JH-2-055","Pearson.est","glutamate receptor antagonist",-0.15516,-0.408,0.997,1013,0.998,"diazooxonorleucine, latrepirdine, LY456236, JNJ.16259685, felbamate",0.00130484168834428,0.000869458712628891,FALSE
"JH-2-055","Pearson.est","glycogen synthase kinase inhibitor",-0.52491,-1.4,0.141,1401,0.467,"CHIR.99021, CHIR.98014",0.85078088734462,0.330683119433888,FALSE
"JH-2-055","Pearson.est","growth factor receptor inhibitor",0.22693,0.549,0.948,1121,0.975,"GSK1904529A, danusertib, GSK1838705A, AZD3463, PHA.848125, lestaurtinib, GW.441756",0.0231916626619338,0.0109953843014632,FALSE
"JH-2-055","Pearson.est","HCV inhibitor",0.30048,0.733,0.789,468,0.984,"embelin, PSI.7976, Ro.9187",0.10292299679058,0.00700490156865849,FALSE
"JH-2-055","Pearson.est","HDAC inhibitor",0.50738,1.23,0.232,375,0.726,"PCI.24781, givinostat, romidepsin, AR.42, SB.939, M.344, dacinostat, entinostat, R306465, JNJ.26481585, tacedinaline, trichostatin.a",0.6345120151091,0.139063379299906,FALSE
"JH-2-055","Pearson.est","histamine receptor antagonist",0.36738,0.892,0.585,324,0.859,"ebastine, ranitidine, levocetirizine, epinastine, terfenadine, astemizole",0.23284413391782,0.0660068361687577,FALSE
"JH-2-055","Pearson.est","HMGCR inhibitor",-0.79049,-2.07,0,1374,0.116,"pitavastatin, atorvastatin, fluvastatin, mevastatin",Inf,0.935542010773082,TRUE
"JH-2-055","Pearson.est","HSP inhibitor",0.29895,0.715,0.826,1019,0.956,"KW.2478, tanespimycin, SNX.5422, BIIB021, alvespimycin, NVP.AUY922, VER.49009, PU.H71, guanidine, SNX.2112, ganetespib, XL888, NMS.E973",0.0830199526796178,0.0195421077238999,FALSE
